bnd_id,municipality,electricity demand (MWh/a_2017),VOLL (€/kWh),population,pop_employed,gross_wage(€/month),working_hours(h/a),net_wage(€/h),Total_Income(k€),Total_Tax_Collected(k€),SSC
09173,Bad Tölz-Wolfratshausen,195990.69484088,10.296649218004186,126572,56230.0,3344.55737704918,1655,14.290648564348977,3242498.0,667010.0,0.205
09174,Dachau,236453.299894818,11.423870897546786,152703,61407.0,3724.491507430998,1648,16.294479802212926,4061956.0,788722.0,0.205
09175,Ebersberg,218022.073077741,11.119562657228197,140800,58603.0,3750.260191846523,1666,15.794532859518602,4159091.0,874623.0,0.205
09176,Eichstätt,203847.541423241,12.792981393761142,131646,57391.0,4024.276758409786,1646,17.80610150287305,3335375.0,627326.0,0.205
09177,Erding,211958.334170267,10.806569726451926,136884,59757.0,3481.2760141093477,1673,15.167117925994077,3528994.0,662017.0,0.205
09178,Freising,275619.850437633,12.11901009023376,177997,109899.0,3459.2307152875173,1666,15.072743594322171,4566065.0,867863.0,0.205
09179,Fürstenfeldbruck,337300.896311061,11.059860933192926,217831,77744.0,3687.1427432216906,1634,16.227792407056526,5742496.0,1123838.0,0.205
09180,Garmisch-Partenkirchen,136503.805768241,10.011053482485064,88155,44696.0,2981.5509554140126,1660,13.337196092361172,1922201.0,338695.0,0.205
09181,Landsberg am Lech,184484.146367579,11.278431048498499,119141,55173.0,3557.7289156626507,1640,15.37707943482852,3071336.0,627488.0,0.205
09182,Miesbach,153589.42760304,10.05209636045322,99189,52535.0,3263.1388888888887,1678,13.271190906988842,2856274.0,646368.0,0.205
09183,Mühldorf a. Inn,177276.101266891,10.876663249437673,114486,56127.0,3223.9561752988047,1652,14.6155050180843,2448640.0,418475.0,0.205
09184,München,536434.949165775,14.277472741367113,346433,287904.0,4087.441251596424,1701,15.865863139915794,11750622.0,2876334.0,0.205
09185,Neuburg-Schrobenhausen,148905.359626761,11.37488510391152,96164,45411.0,3434.9429347826085,1654,15.482167594604435,2171783.0,377347.0,0.205
09186,Pfaffenhofen a.d. Ilm,195482.802511551,11.46878902313545,126244,57359.0,3603.2976190476193,1658,15.822303433318355,3267009.0,615183.0,0.205
